门店名称,顾客ID,顾客年龄,顾客性别,数据生成时间,摄像头ID,摄像头名称,捕捉区域名称
唯品会绵阳门店,134064,31,女,2018-12-16 21:33:20,137898594795,摄像机2,大门
唯品会绵阳门店,165722,26,女,2018-12-16 21:23:26,137898594795,摄像机2,大门
唯品会绵阳门店,165722,26,女,2018-12-16 21:23:25,137898594795,摄像机2,大门
唯品会绵阳门店,165722,26,女,2018-12-16 21:23:25,137898594795,摄像机2,大门
唯品会绵阳门店,69431,38,女,2018-12-16 21:22:54,137898594795,摄像机2,大门
唯品会绵阳门店,69435,54,男,2018-12-16 21:22:53,137898594795,摄像机2,大门
唯品会绵阳门店,69431,38,女,2018-12-16 21:22:53,137898594795,摄像机2,大门
唯品会绵阳门店,165691,27,男,2018-12-16 21:08:32,137898594795,摄像机2,大门
唯品会绵阳门店,155374,24,女,2018-12-16 21:08:32,137898594795,摄像机2,大门
唯品会绵阳门店,165689,28,女,2018-12-16 21:08:31,137898594795,摄像机2,大门
唯品会绵阳门店,165689,28,女,2018-12-16 21:08:31,137898594795,摄像机2,大门
唯品会绵阳门店,165676,25,女,2018-12-16 21:05:58,137898596027,摄像机1,大门
唯品会绵阳门店,69072,23,女,2018-12-16 21:00:03,137898594795,摄像机2,大门
唯品会绵阳门店,129755,33,女,2018-12-16 21:00:02,137898594795,摄像机2,大门
唯品会绵阳门店,59092,23,女,2018-12-16 21:00:00,137898594795,摄像机2,大门
唯品会绵阳门店,59092,23,女,2018-12-16 20:59:59,137898594795,摄像机2,大门
唯品会绵阳门店,74052,22,女,2018-12-16 20:58:38,137898594795,摄像机2,大门
唯品会绵阳门店,74049,38,男,2018-12-16 20:58:37,137898594795,摄像机2,大门
唯品会绵阳门店,74052,22,女,2018-12-16 20:58:37,137898594795,摄像机2,大门
唯品会绵阳门店,74052,22,女,2018-12-16 20:58:35,137898594795,摄像机2,大门
唯品会绵阳门店,31812,44,女,2018-12-16 20:55:13,137898596027,摄像机1,大门
唯品会绵阳门店,165627,31,男,2018-12-16 20:52:45,137898596027,摄像机1,大门
唯品会绵阳门店,108359,30,男,2018-12-16 20:52:43,137898596027,摄像机1,大门
唯品会绵阳门店,165624,30,女,2018-12-16 20:52:41,137898594795,摄像机2,大门
唯品会绵阳门店,165624,30,女,2018-12-16 20:52:40,137898594795,摄像机2,大门
唯品会绵阳门店,165624,30,女,2018-12-16 20:52:39,137898594795,摄像机2,大门
唯品会绵阳门店,165622,30,女,2018-12-16 20:50:57,137898596027,摄像机1,大门
唯品会绵阳门店,165622,30,女,2018-12-16 20:50:55,137898596027,摄像机1,大门
唯品会绵阳门店,165619,38,男,2018-12-16 20:50:53,137898596027,摄像机1,大门
唯品会绵阳门店,165619,38,男,2018-12-16 20:50:52,137898596027,摄像机1,大门
唯品会绵阳门店,165619,38,男,2018-12-16 20:50:51,137898596027,摄像机1,大门
唯品会绵阳门店,165609,35,女,2018-12-16 20:46:09,137898594795,摄像机2,大门
唯品会绵阳门店,165609,35,女,2018-12-16 20:46:08,137898594795,摄像机2,大门
唯品会绵阳门店,165609,35,女,2018-12-16 20:46:07,137898594795,摄像机2,大门
唯品会绵阳门店,165609,35,女,2018-12-16 20:46:06,137898594795,摄像机2,大门
唯品会绵阳门店,30485,19,女,2018-12-16 20:43:40,137898594795,摄像机2,大门
唯品会绵阳门店,30485,19,女,2018-12-16 20:43:39,137898594795,摄像机2,大门
唯品会绵阳门店,165585,28,男,2018-12-16 20:41:29,137898594795,摄像机2,大门
唯品会绵阳门店,165583,40,女,2018-12-16 20:41:28,137898594795,摄像机2,大门
唯品会绵阳门店,165584,37,男,2018-12-16 20:41:27,137898594795,摄像机2,大门
唯品会绵阳门店,165584,37,男,2018-12-16 20:41:26,137898594795,摄像机2,大门
唯品会绵阳门店,165584,37,男,2018-12-16 20:41:24,137898594795,摄像机2,大门
唯品会绵阳门店,165583,40,女,2018-12-16 20:41:24,137898594795,摄像机2,大门
唯品会绵阳门店,133052,24,女,2018-12-16 20:35:13,137898594795,摄像机2,大门
唯品会绵阳门店,133052,24,女,2018-12-16 20:35:12,137898594795,摄像机2,大门
唯品会绵阳门店,133052,24,女,2018-12-16 20:35:11,137898594795,摄像机2,大门
唯品会绵阳门店,133052,24,女,2018-12-16 20:35:10,137898594795,摄像机2,大门
唯品会绵阳门店,113634,1,女,2018-12-16 20:34:42,137898594795,摄像机2,大门
唯品会绵阳门店,108358,25,女,2018-12-16 20:34:41,137898596027,摄像机1,大门
唯品会绵阳门店,165537,39,女,2018-12-16 20:34:10,137898594795,摄像机2,大门
唯品会绵阳门店,165537,39,女,2018-12-16 20:34:09,137898594795,摄像机2,大门
唯品会绵阳门店,165537,39,女,2018-12-16 20:34:08,137898594795,摄像机2,大门
唯品会绵阳门店,165537,39,女,2018-12-16 20:34:07,137898594795,摄像机2,大门
唯品会绵阳门店,165537,39,女,2018-12-16 20:34:07,137898594795,摄像机2,大门
唯品会绵阳门店,165536,45,男,2018-12-16 20:34:06,137898594795,摄像机2,大门
唯品会绵阳门店,165531,46,男,2018-12-16 20:33:43,137898594795,摄像机2,大门
唯品会绵阳门店,165530,31,女,2018-12-16 20:33:42,137898594795,摄像机2,大门
唯品会绵阳门店,165529,25,女,2018-12-16 20:33:39,137898594795,摄像机2,大门
唯品会绵阳门店,165529,25,女,2018-12-16 20:33:38,137898594795,摄像机2,大门
唯品会绵阳门店,165526,30,女,2018-12-16 20:33:37,137898594795,摄像机2,大门
唯品会绵阳门店,165526,30,女,2018-12-16 20:33:36,137898594795,摄像机2,大门
唯品会绵阳门店,68720,34,男,2018-12-16 20:31:56,137898596027,摄像机1,大门
唯品会绵阳门店,68720,34,男,2018-12-16 20:31:55,137898596027,摄像机1,大门
唯品会绵阳门店,68720,34,男,2018-12-16 20:31:53,137898596027,摄像机1,大门
唯品会绵阳门店,16319,44,男,2018-12-16 20:28:08,137898596155,摄像机3,大门
唯品会绵阳门店,57062,26,男,2018-12-16 20:22:48,137898594795,摄像机2,大门
唯品会绵阳门店,40541,21,女,2018-12-16 20:22:45,137898594795,摄像机2,大门
唯品会绵阳门店,40541,21,女,2018-12-16 20:22:44,137898594795,摄像机2,大门
唯品会绵阳门店,40541,21,女,2018-12-16 20:22:43,137898594795,摄像机2,大门
唯品会绵阳门店,40541,21,女,2018-12-16 20:22:42,137898594795,摄像机2,大门
唯品会绵阳门店,40541,21,女,2018-12-16 20:22:41,137898594795,摄像机2,大门
唯品会绵阳门店,118143,46,男,2018-12-16 20:21:17,137898596027,摄像机1,大门
唯品会绵阳门店,85151,25,女,2018-12-16 20:20:07,137898594795,摄像机2,大门
唯品会绵阳门店,165465,29,女,2018-12-16 20:20:06,137898594795,摄像机2,大门
唯品会绵阳门店,165464,30,女,2018-12-16 20:20:05,137898594795,摄像机2,大门
唯品会绵阳门店,165465,29,女,2018-12-16 20:20:05,137898594795,摄像机2,大门
唯品会绵阳门店,108358,25,女,2018-12-16 20:16:06,137898594795,摄像机2,大门
唯品会绵阳门店,108358,25,女,2018-12-16 20:16:05,137898594795,摄像机2,大门
唯品会绵阳门店,108359,30,男,2018-12-16 20:16:03,137898594795,摄像机2,大门
唯品会绵阳门店,108359,30,男,2018-12-16 20:16:01,137898594795,摄像机2,大门
唯品会绵阳门店,165449,21,女,2018-12-16 20:14:08,137898594795,摄像机2,大门
唯品会绵阳门店,45985,24,女,2018-12-16 20:14:07,137898594795,摄像机2,大门
唯品会绵阳门店,45985,24,女,2018-12-16 20:14:06,137898594795,摄像机2,大门
唯品会绵阳门店,17806,18,男,2018-12-16 20:13:28,137898596155,摄像机3,大门
唯品会绵阳门店,165445,52,男,2018-12-16 20:13:06,137898596027,摄像机1,大门
唯品会绵阳门店,165445,52,男,2018-12-16 20:13:05,137898596027,摄像机1,大门
唯品会绵阳门店,165445,52,男,2018-12-16 20:13:04,137898596027,摄像机1,大门
唯品会绵阳门店,14231,61,男,2018-12-16 20:10:28,137898596027,摄像机1,大门
唯品会绵阳门店,165434,32,女,2018-12-16 20:10:15,137898594795,摄像机2,大门
唯品会绵阳门店,165434,32,女,2018-12-16 20:10:14,137898594795,摄像机2,大门
唯品会绵阳门店,165434,32,女,2018-12-16 20:10:13,137898594795,摄像机2,大门
唯品会绵阳门店,165434,32,女,2018-12-16 20:10:12,137898594795,摄像机2,大门
唯品会绵阳门店,165432,31,男,2018-12-16 20:10:12,137898594795,摄像机2,大门
唯品会绵阳门店,165432,31,男,2018-12-16 20:10:10,137898594795,摄像机2,大门
唯品会绵阳门店,165432,31,男,2018-12-16 20:10:09,137898594795,摄像机2,大门
唯品会绵阳门店,19249,49,男,2018-12-16 20:07:05,137898596027,摄像机1,大门
唯品会绵阳门店,17686,64,女,2018-12-16 20:07:04,137898596027,摄像机1,大门
唯品会绵阳门店,14639,25,女,2018-12-16 20:05:55,137898596155,摄像机3,大门
唯品会绵阳门店,113791,50,男,2018-12-16 20:05:05,137898596027,摄像机1,大门
唯品会绵阳门店,113791,50,男,2018-12-16 20:05:03,137898596027,摄像机1,大门
唯品会绵阳门店,14231,61,男,2018-12-16 20:04:35,137898594795,摄像机2,大门
唯品会绵阳门店,14231,61,男,2018-12-16 20:04:34,137898594795,摄像机2,大门
唯品会绵阳门店,165408,27,女,2018-12-16 20:04:34,137898594795,摄像机2,大门
唯品会绵阳门店,141247,29,女,2018-12-16 19:53:54,137898594795,摄像机2,大门
唯品会绵阳门店,141247,29,女,2018-12-16 19:53:50,137898594795,摄像机2,大门
唯品会绵阳门店,141247,29,女,2018-12-16 19:53:49,137898594795,摄像机2,大门
唯品会绵阳门店,141247,29,女,2018-12-16 19:53:48,137898594795,摄像机2,大门
唯品会绵阳门店,165381,39,女,2018-12-16 19:49:02,137898594795,摄像机2,大门
唯品会绵阳门店,165381,39,女,2018-12-16 19:49:01,137898594795,摄像机2,大门
唯品会绵阳门店,113790,49,男,2018-12-16 19:47:04,137898594795,摄像机2,大门
唯品会绵阳门店,24601,34,女,2018-12-16 19:37:09,137898594795,摄像机2,大门
唯品会绵阳门店,24601,34,女,2018-12-16 19:37:08,137898594795,摄像机2,大门
唯品会绵阳门店,24601,34,女,2018-12-16 19:37:07,137898594795,摄像机2,大门
唯品会绵阳门店,58832,33,男,2018-12-16 19:35:22,137898594795,摄像机2,大门
唯品会绵阳门店,58832,33,男,2018-12-16 19:35:20,137898594795,摄像机2,大门
唯品会绵阳门店,58832,33,男,2018-12-16 19:35:19,137898594795,摄像机2,大门
唯品会绵阳门店,133396,41,男,2018-12-16 19:33:07,137898594795,摄像机2,大门
唯品会绵阳门店,133396,41,男,2018-12-16 19:32:56,137898594795,摄像机2,大门
唯品会绵阳门店,133396,41,男,2018-12-16 19:32:55,137898594795,摄像机2,大门
唯品会绵阳门店,165295,32,男,2018-12-16 19:32:49,137898594795,摄像机2,大门
唯品会绵阳门店,165296,23,女,2018-12-16 19:32:48,137898594795,摄像机2,大门
唯品会绵阳门店,165295,32,男,2018-12-16 19:32:47,137898594795,摄像机2,大门
唯品会绵阳门店,165295,32,男,2018-12-16 19:32:45,137898594795,摄像机2,大门
唯品会绵阳门店,165296,23,女,2018-12-16 19:32:45,137898594795,摄像机2,大门
唯品会绵阳门店,165287,16,女,2018-12-16 19:30:49,137898596027,摄像机1,大门
唯品会绵阳门店,165286,42,男,2018-12-16 19:30:49,137898596027,摄像机1,大门
唯品会绵阳门店,104176,21,女,2018-12-16 19:30:15,137898596027,摄像机1,大门
唯品会绵阳门店,66857,28,女,2018-12-16 19:29:44,137898596027,摄像机1,大门
唯品会绵阳门店,66857,28,女,2018-12-16 19:29:43,137898596027,摄像机1,大门
唯品会绵阳门店,162657,29,女,2018-12-16 19:28:36,137898594795,摄像机2,大门
唯品会绵阳门店,27918,37,女,2018-12-16 19:28:33,137898594795,摄像机2,大门
唯品会绵阳门店,162657,29,女,2018-12-16 19:28:33,137898594795,摄像机2,大门
唯品会绵阳门店,165275,28,女,2018-12-16 19:28:13,137898594795,摄像机2,大门
唯品会绵阳门店,165275,28,女,2018-12-16 19:28:06,137898594795,摄像机2,大门
唯品会绵阳门店,165275,28,女,2018-12-16 19:28:06,137898594795,摄像机2,大门
唯品会绵阳门店,165275,28,女,2018-12-16 19:28:04,137898594795,摄像机2,大门
唯品会绵阳门店,165274,24,女,2018-12-16 19:28:01,137898594795,摄像机2,大门
唯品会绵阳门店,165273,25,女,2018-12-16 19:27:57,137898594795,摄像机2,大门
唯品会绵阳门店,165250,33,女,2018-12-16 19:23:44,137898594795,摄像机2,大门
唯品会绵阳门店,165250,33,女,2018-12-16 19:23:43,137898594795,摄像机2,大门
唯品会绵阳门店,131928,34,女,2018-12-16 19:23:43,137898594795,摄像机2,大门
唯品会绵阳门店,133396,41,男,2018-12-16 19:22:42,137898594795,摄像机2,大门
唯品会绵阳门店,133396,41,男,2018-12-16 19:22:38,137898594795,摄像机2,大门
唯品会绵阳门店,133396,41,男,2018-12-16 19:22:36,137898594795,摄像机2,大门
唯品会绵阳门店,165244,20,女,2018-12-16 19:22:36,137898594795,摄像机2,大门
唯品会绵阳门店,165240,33,男,2018-12-16 19:22:21,137898594795,摄像机2,大门
唯品会绵阳门店,165240,33,男,2018-12-16 19:22:20,137898594795,摄像机2,大门
唯品会绵阳门店,141247,29,女,2018-12-16 19:22:18,137898594795,摄像机2,大门
唯品会绵阳门店,165241,34,女,2018-12-16 19:22:16,137898594795,摄像机2,大门
唯品会绵阳门店,165241,34,女,2018-12-16 19:22:15,137898594795,摄像机2,大门
唯品会绵阳门店,165241,34,女,2018-12-16 19:22:14,137898594795,摄像机2,大门
唯品会绵阳门店,165240,33,男,2018-12-16 19:22:13,137898594795,摄像机2,大门
唯品会绵阳门店,100399,41,男,2018-12-16 19:19:01,137898594795,摄像机2,大门
唯品会绵阳门店,18360,34,女,2018-12-16 19:19:00,137898594795,摄像机2,大门
唯品会绵阳门店,18360,34,女,2018-12-16 19:17:24,137898594795,摄像机2,大门
唯品会绵阳门店,25549,35,男,2018-12-16 19:10:18,137898596027,摄像机1,大门
唯品会绵阳门店,31358,26,女,2018-12-16 19:10:18,137898596027,摄像机1,大门
唯品会绵阳门店,25549,35,男,2018-12-16 19:10:17,137898596027,摄像机1,大门
唯品会绵阳门店,26849,27,女,2018-12-16 19:07:59,137898596027,摄像机1,大门
唯品会绵阳门店,26849,27,女,2018-12-16 19:07:58,137898596027,摄像机1,大门
唯品会绵阳门店,165154,38,男,2018-12-16 19:07:57,137898596027,摄像机1,大门
唯品会绵阳门店,165147,37,女,2018-12-16 19:07:19,137898594795,摄像机2,大门
唯品会绵阳门店,165144,29,女,2018-12-16 19:07:17,137898594795,摄像机2,大门
唯品会绵阳门店,165147,37,女,2018-12-16 19:07:16,137898594795,摄像机2,大门
唯品会绵阳门店,165144,29,女,2018-12-16 19:07:16,137898594795,摄像机2,大门
唯品会绵阳门店,165144,29,女,2018-12-16 19:07:15,137898594795,摄像机2,大门
唯品会绵阳门店,24601,34,女,2018-12-16 19:02:56,137898594795,摄像机2,大门
唯品会绵阳门店,24601,34,女,2018-12-16 19:02:54,137898594795,摄像机2,大门
唯品会绵阳门店,24601,34,女,2018-12-16 19:02:52,137898594795,摄像机2,大门
唯品会绵阳门店,24601,34,女,2018-12-16 19:02:51,137898594795,摄像机2,大门
唯品会绵阳门店,165118,24,女,2018-12-16 19:02:51,137898594795,摄像机2,大门
唯品会绵阳门店,165113,32,男,2018-12-16 19:02:49,137898594795,摄像机2,大门
唯品会绵阳门店,165113,32,男,2018-12-16 19:02:48,137898594795,摄像机2,大门
唯品会绵阳门店,165113,32,男,2018-12-16 19:02:48,137898594795,摄像机2,大门
唯品会绵阳门店,165113,32,男,2018-12-16 19:02:47,137898594795,摄像机2,大门
唯品会绵阳门店,165113,32,男,2018-12-16 19:02:46,137898594795,摄像机2,大门
唯品会绵阳门店,165113,32,男,2018-12-16 19:02:45,137898594795,摄像机2,大门
唯品会绵阳门店,20913,39,女,2018-12-16 19:00:05,137898594795,摄像机2,大门
唯品会绵阳门店,165106,39,女,2018-12-16 19:00:05,137898594795,摄像机2,大门
唯品会绵阳门店,20913,39,女,2018-12-16 19:00:03,137898594795,摄像机2,大门
唯品会绵阳门店,20913,39,女,2018-12-16 19:00:02,137898594795,摄像机2,大门
唯品会绵阳门店,165101,36,女,2018-12-16 19:00:01,137898594795,摄像机2,大门
唯品会绵阳门店,85610,41,女,2018-12-16 18:57:06,137898594795,摄像机2,大门
唯品会绵阳门店,85610,41,女,2018-12-16 18:57:05,137898594795,摄像机2,大门
唯品会绵阳门店,85610,41,女,2018-12-16 18:57:04,137898594795,摄像机2,大门
唯品会绵阳门店,165087,37,女,2018-12-16 18:57:02,137898594795,摄像机2,大门
唯品会绵阳门店,165087,37,女,2018-12-16 18:57:00,137898594795,摄像机2,大门
唯品会绵阳门店,165063,33,女,2018-12-16 18:53:13,137898594795,摄像机2,大门
唯品会绵阳门店,165063,33,女,2018-12-16 18:53:12,137898594795,摄像机2,大门
唯品会绵阳门店,165063,33,女,2018-12-16 18:53:11,137898594795,摄像机2,大门
唯品会绵阳门店,165063,33,女,2018-12-16 18:53:10,137898594795,摄像机2,大门
唯品会绵阳门店,165063,33,女,2018-12-16 18:53:10,137898594795,摄像机2,大门
唯品会绵阳门店,165055,37,女,2018-12-16 18:51:22,137898596027,摄像机1,大门
唯品会绵阳门店,165055,37,女,2018-12-16 18:51:21,137898596027,摄像机1,大门
唯品会绵阳门店,121091,29,女,2018-12-16 18:48:45,137898594795,摄像机2,大门
唯品会绵阳门店,165052,24,女,2018-12-16 18:48:40,137898594795,摄像机2,大门
唯品会绵阳门店,165052,24,女,2018-12-16 18:48:39,137898594795,摄像机2,大门
唯品会绵阳门店,165053,25,女,2018-12-16 18:48:38,137898594795,摄像机2,大门
唯品会绵阳门店,165052,24,女,2018-12-16 18:48:37,137898594795,摄像机2,大门
唯品会绵阳门店,121091,29,女,2018-12-16 18:48:36,137898594795,摄像机2,大门
唯品会绵阳门店,165037,37,女,2018-12-16 18:46:50,137898594795,摄像机2,大门
唯品会绵阳门店,165037,37,女,2018-12-16 18:46:48,137898594795,摄像机2,大门
唯品会绵阳门店,164996,33,男,2018-12-16 18:42:33,137898594795,摄像机2,大门
唯品会绵阳门店,164996,33,男,2018-12-16 18:42:32,137898594795,摄像机2,大门
唯品会绵阳门店,164996,33,男,2018-12-16 18:42:31,137898594795,摄像机2,大门
唯品会绵阳门店,164995,32,女,2018-12-16 18:42:30,137898594795,摄像机2,大门
唯品会绵阳门店,164995,32,女,2018-12-16 18:42:29,137898594795,摄像机2,大门
唯品会绵阳门店,164995,32,女,2018-12-16 18:42:28,137898594795,摄像机2,大门
唯品会绵阳门店,164989,30,女,2018-12-16 18:41:22,137898596027,摄像机1,大门
唯品会绵阳门店,164989,30,女,2018-12-16 18:41:21,137898596027,摄像机1,大门
唯品会绵阳门店,164977,24,女,2018-12-16 18:38:32,137898596027,摄像机1,大门
唯品会绵阳门店,164976,40,女,2018-12-16 18:38:31,137898596027,摄像机1,大门
唯品会绵阳门店,164976,40,女,2018-12-16 18:38:30,137898596027,摄像机1,大门
唯品会绵阳门店,49815,21,女,2018-12-16 18:38:07,137898594795,摄像机2,大门
唯品会绵阳门店,164972,21,女,2018-12-16 18:38:06,137898594795,摄像机2,大门
唯品会绵阳门店,164972,21,女,2018-12-16 18:38:05,137898594795,摄像机2,大门
唯品会绵阳门店,164913,28,女,2018-12-16 18:37:58,137898594795,摄像机2,大门
唯品会绵阳门店,164913,28,女,2018-12-16 18:37:57,137898594795,摄像机2,大门
唯品会绵阳门店,164913,28,女,2018-12-16 18:37:56,137898594795,摄像机2,大门
唯品会绵阳门店,164963,32,男,2018-12-16 18:36:52,137898596027,摄像机1,大门
唯品会绵阳门店,164961,44,女,2018-12-16 18:36:50,137898596027,摄像机1,大门
唯品会绵阳门店,164961,44,女,2018-12-16 18:36:49,137898596027,摄像机1,大门
唯品会绵阳门店,32044,24,男,2018-12-16 18:35:45,137898594795,摄像机2,大门
唯品会绵阳门店,164954,24,女,2018-12-16 18:35:39,137898594795,摄像机2,大门
唯品会绵阳门店,113573,22,女,2018-12-16 18:35:36,137898594795,摄像机2,大门
唯品会绵阳门店,159263,21,女,2018-12-16 18:35:35,137898594795,摄像机2,大门
唯品会绵阳门店,159263,21,女,2018-12-16 18:35:34,137898594795,摄像机2,大门
唯品会绵阳门店,159263,21,女,2018-12-16 18:35:34,137898594795,摄像机2,大门
唯品会绵阳门店,159263,21,女,2018-12-16 18:35:33,137898594795,摄像机2,大门
唯品会绵阳门店,129701,28,女,2018-12-16 18:35:30,137898594795,摄像机2,大门
唯品会绵阳门店,129701,28,女,2018-12-16 18:35:28,137898594795,摄像机2,大门
唯品会绵阳门店,61481,13,女,2018-12-16 18:35:12,137898596027,摄像机1,大门
唯品会绵阳门店,61481,13,女,2018-12-16 18:35:11,137898596027,摄像机1,大门
唯品会绵阳门店,164943,40,男,2018-12-16 18:33:12,137898596027,摄像机1,大门
唯品会绵阳门店,164943,40,男,2018-12-16 18:33:11,137898596027,摄像机1,大门
唯品会绵阳门店,164942,46,女,2018-12-16 18:33:04,137898594795,摄像机2,大门
唯品会绵阳门店,15943,35,男,2018-12-16 18:33:03,137898596155,摄像机3,大门
唯品会绵阳门店,164941,46,男,2018-12-16 18:33:02,137898594795,摄像机2,大门
唯品会绵阳门店,164941,46,男,2018-12-16 18:33:00,137898594795,摄像机2,大门
唯品会绵阳门店,164941,46,男,2018-12-16 18:32:59,137898594795,摄像机2,大门
唯品会绵阳门店,164941,46,男,2018-12-16 18:32:58,137898594795,摄像机2,大门
唯品会绵阳门店,164941,46,男,2018-12-16 18:32:57,137898594795,摄像机2,大门
唯品会绵阳门店,164941,46,男,2018-12-16 18:32:56,137898594795,摄像机2,大门
唯品会绵阳门店,129983,37,男,2018-12-16 18:32:13,137898594795,摄像机2,大门
唯品会绵阳门店,129983,37,男,2018-12-16 18:32:12,137898594795,摄像机2,大门
唯品会绵阳门店,98469,45,男,2018-12-16 18:32:11,137898594795,摄像机2,大门
唯品会绵阳门店,98469,45,男,2018-12-16 18:32:10,137898594795,摄像机2,大门
唯品会绵阳门店,98469,45,男,2018-12-16 18:32:09,137898594795,摄像机2,大门
唯品会绵阳门店,164937,32,女,2018-12-16 18:32:02,137898596027,摄像机1,大门
唯品会绵阳门店,164937,32,女,2018-12-16 18:32:01,137898596027,摄像机1,大门
唯品会绵阳门店,164937,32,女,2018-12-16 18:32:00,137898596027,摄像机1,大门
唯品会绵阳门店,164936,55,男,2018-12-16 18:31:49,137898594795,摄像机2,大门
唯品会绵阳门店,164936,55,男,2018-12-16 18:31:48,137898594795,摄像机2,大门
唯品会绵阳门店,164936,55,男,2018-12-16 18:31:47,137898594795,摄像机2,大门
唯品会绵阳门店,164936,55,男,2018-12-16 18:31:42,137898594795,摄像机2,大门
唯品会绵阳门店,164935,30,男,2018-12-16 18:31:15,137898594795,摄像机2,大门
唯品会绵阳门店,164935,30,男,2018-12-16 18:31:13,137898594795,摄像机2,大门
唯品会绵阳门店,164934,8,男,2018-12-16 18:30:59,137898594795,摄像机2,大门
唯品会绵阳门店,150666,28,女,2018-12-16 18:30:58,137898594795,摄像机2,大门
唯品会绵阳门店,150664,48,女,2018-12-16 18:30:58,137898594795,摄像机2,大门
唯品会绵阳门店,150664,48,女,2018-12-16 18:30:56,137898594795,摄像机2,大门
唯品会绵阳门店,150664,48,女,2018-12-16 18:30:55,137898594795,摄像机2,大门
唯品会绵阳门店,150666,28,女,2018-12-16 18:30:54,137898594795,摄像机2,大门
唯品会绵阳门店,150664,48,女,2018-12-16 18:30:54,137898594795,摄像机2,大门
唯品会绵阳门店,15943,35,男,2018-12-16 18:30:05,137898596155,摄像机3,大门
唯品会绵阳门店,15943,35,男,2018-12-16 18:30:05,137898596155,摄像机3,大门
唯品会绵阳门店,15943,35,男,2018-12-16 18:30:03,137898596155,摄像机3,大门
唯品会绵阳门店,15943,35,男,2018-12-16 18:30:00,137898596155,摄像机3,大门
唯品会绵阳门店,15943,35,男,2018-12-16 18:29:59,137898596155,摄像机3,大门
唯品会绵阳门店,15943,35,男,2018-12-16 18:29:58,137898596155,摄像机3,大门
唯品会绵阳门店,43586,32,男,2018-12-16 18:29:32,137898596155,摄像机3,大门
唯品会绵阳门店,163460,21,男,2018-12-16 18:29:20,137898594795,摄像机2,大门
唯品会绵阳门店,163460,21,男,2018-12-16 18:29:19,137898594795,摄像机2,大门
唯品会绵阳门店,26977,39,男,2018-12-16 18:29:16,137898596027,摄像机1,大门
唯品会绵阳门店,26977,39,男,2018-12-16 18:29:15,137898596027,摄像机1,大门
唯品会绵阳门店,102512,30,女,2018-12-16 18:29:15,137898594795,摄像机2,大门
唯品会绵阳门店,163457,22,女,2018-12-16 18:29:14,137898594795,摄像机2,大门
唯品会绵阳门店,163457,22,女,2018-12-16 18:29:13,137898594795,摄像机2,大门
唯品会绵阳门店,163457,22,女,2018-12-16 18:29:11,137898594795,摄像机2,大门
唯品会绵阳门店,15943,35,男,2018-12-16 18:29:04,137898596155,摄像机3,大门
唯品会绵阳门店,43586,32,男,2018-12-16 18:29:02,137898596155,摄像机3,大门
唯品会绵阳门店,15943,35,男,2018-12-16 18:29:01,137898596155,摄像机3,大门
唯品会绵阳门店,136746,26,女,2018-12-16 18:28:58,137898596027,摄像机1,大门
唯品会绵阳门店,43586,32,男,2018-12-16 18:28:58,137898596155,摄像机3,大门
唯品会绵阳门店,136747,49,男,2018-12-16 18:28:58,137898596027,摄像机1,大门
唯品会绵阳门店,15943,35,男,2018-12-16 18:28:51,137898596155,摄像机3,大门
唯品会绵阳门店,15943,35,男,2018-12-16 18:28:49,137898596155,摄像机3,大门
